IDHASH,MIN_CALIF_ADMIS,MAX_CALIF_ADMIS,PROM_CALIF_ADMIS,CANT_ADMIS
BB8E0C4AA91B634D26B211AE47D273FD6736B512986EABAD6C42168612D7EAFEF1F31FD78CA60B843EF3F7B801DBFC2000FC86B90A0882865995DC228C4A5705,10.114,10.806,10.46,2
BB8E4EEFD788E422D6326F56025BF6220A17DDC3D125001E5BF187704F224C06FAC398F723587A3CD016C4BE56295D589609F57C1A0E881D37DC9918DC1BD5FE,11.713,15.32,13.5165,2
BB9100B7F6F3AB04549BB6F05A5676C7F6958AC63D21F774FD49BE6950A1EF5D241BA4981D31A75FB1C78A6F9C4BBFBF2BAB8CCA99781BA69B21B5580FF3C1ED,5.113,14.05,9.5815,2
BB97981FE2A569B9659E10BC563BDF8FBBDE79CCB0D01A82CF864FDF977118705782620CDE881F8625FB72EF36831C59E1BD5A6A802B27F330EA965B36AA6360,7.241,7.241,7.241,1
BB9AD6EFE4328B025C3CDD039A0F86076C3511521986B81D10798306FA7C5D9E1BD8999A14E4009F39458D56E51BD2FEB2089C5DF5C3B8AE8BCA4EBCBA98C097,3.98,3.98,3.98,1
BB9C84CAD5FD6A1A4DA34DAEF0E00C6510DDA5AD8A41AE2F1BD27952BB56A4CAC98389E3E21EC9D09909BA0DC8AF6027E7C2ACD296FB8739E089D62EA6691A4C,8.553,10.807,9.68,2
BB9CB19B9BCD54058279D2D2DB1CCC44680188312A76600D79E269A0B2B8824A2452B14A6DF8EA8C354255FE4754DBA1FAE34773DEDFDF35E527DF8E1D666357,11.89,11.89,11.89,1
BB9CCD7A286D129F6DC649DF0BB72A111A52F9695F7878A03FCFE8F0E0EBA658528068CBBDE8DB2D994A8DD4DA8F87F62998DDE60C1CA1C917B2192E6DD3A09F,8.206,8.206,8.206,1
BB9D4C029AB12B4B1EF22FA4BD74C687EAC12B734D8E3CC685FCE3FD929FFCD8223F31BBC863E5C6A1385538DD7E83944A2DEC39C735BBE0C535CA22B3A1CB9D,8.466,8.466,8.466,1
BBA17BA80E79907D444C32D9EE818E2B084B004A7E006903A071CBBA86203457245C7645A083A8F1BD0C0E122CE3DCFB7B3F819C3E6EB575A2A21E0387BD2762,13.81,13.81,13.81,1
BBA3F1611137484337540D1DEBAA7F74E17518641BD712A0AF145B5BB5EBBDFFA232018A5230168EC77905E3EF96332B3F6446F6EF17DADEE0D1328BD6F5E640,5.284,5.284,5.284,1
BBA555F22971FD091C675287FEFA8D797AEC1932051770D39EC7A42C02101D7F6201A24C7B036A4B8A86155B7CEA26DCF43CB8DFFAD3734A0EB4D777A3BCB305,5.68,5.68,5.68,1
BBA80BEA35FB09D97871A7F7B4AA97D8499CED98018692CC268940D11D1FB40B28247DB1A67912A7C7F0605BBC12CA968EC921DF179AB851C9ED5BDA66F57D65,7.773,7.773,7.773,1
BBA862AFC6305616E434FE448E5A909551630C5B4839B70B770EFA5E2BAEB0626D4156E730E4D3B864AEE717CDC11265D75A270706ABB743DC561DD751EA33CF,2.161,2.161,2.161,1
BBAAC93D53CC29CB5A4D94A2DEE7F92C3ABD7E58CDCE03771EDCDE2A7577B680C047800D8799CB8D00D674956A35CB2253174387A6A33AD54072D1A3AC0E8F14,15.617,15.617,15.617,1
BBB08A9B2E7A3582415BE80D24E4E4963A4EB90689D3DAB066C80477C673114F7349AF530D54E214E21DF50EBC2FEF13BBF2BFD32FF03FAB06FAEFD0FE4B312C,4.56,6.386,5.473,2
BBB11D1B941822097ACCD76791DDA0D82D0B0706584E4C7E93C5EAECB85B3EA2154A32A3CBC2607B326BA537D9EB1316E86EBD5A3BFEF63E9A71AD6864ED5B73,2.5,2.5,2.5,1
BBB33FD8D2A0403CC8AB813E5F7B86C6B957151E97E84F62091E488C6CDF85A2686DAD1F0AE3CB58457BB74446284DAA0B9A299AE8A66F5629912B7BBE7409B7,9.344,9.344,9.344,1
BBB780E0B67AFC53254068999F86F4A7F2ACDDB520EC70F9D9DCA21AEBA4F5D55879C8AEDF08F112044B8339F1E12CAA3A200C77C5C1306AC87F5B4CA643FC81,7.14,7.14,7.14,1
BBB84004216AAA632D6C91314A018C2825130B3A6968BCB433906D6E692BB3F11173E1F106B4EC8D016F3AAEF0BCDC5343E4F0612AC2E6FD3D384B64EF0B845C,8.759,14.578,12.340333333333334,3
BBB966F1DFE86597571F2409600E3A470140FA22762E17376DB6B46715BDC07A141166EF587578BB5C34F1B95EEB7E4BDE354A0C3D397B3DB1C3BDEEE7F918E2,4.6,12.88,8.772,3
BBBB255D747B9F77E4FDAD28473F03C6B321E4CE2729D56D7E08D462156CDCEDEC2DA19F0443BDA0DABC151219B9D11941EEFD7DC0AB5F639082773F6070433F,7.01,7.01,7.01,1
BBBD623B8E022571AD37E50C707E4B8A7E95BF9FBCFDE8947B6560754C8BA7B1D50457364FCD420810A93E9F67FB5042FF2F80EA322A53CD42BB1AF506A1EEDB,8.832,11.405,10.005666666666666,3
BBBF9A7A534AAECFCDC2771F18DB31328CD7544BD316B18F562B009B94680BF817BB83053A7B52CA51AB2141B3A99BBF4030EFCF540D44ACB9FDC8C32326393A,7.3,7.3,7.3,1
BBC19A712B0E913143D079F4D94A8E6E99D939A6498C76A220B10CA24BA9992E26527DC15E6681440DDEC148F1795D527F7FF1E8F692BC1887E8B5F55EFDD69F,5.056,5.056,5.056,1
BBC369444B01744977C83E52DAB1F31C85AC3F7841597B7DF23E7B8F0409279E3DEBED74B9FC39D83E3970A1CD965C7EEA78AF455B725A06821DA1A046A8B3BF,3.006,3.006,3.006,1
BBC3741BB595DA77E7AF8DE6BB534833FE520FAEBEAEAB971ED4FBDB7A584AEDA1A735C20AFF5FB5BB3F2E2DFBFD8C8CEA8CEFF53117D70132CEAF7E699C22E5,4.919,4.919,4.919,1
BBC5813E727C3F221D06EC8B1C7B57AB73DC4CA235E435AC7CA491F59AE2F591E9427E361F4111B652EC3CB57D1ABAA7AB48D390588768BD62A47FCE74740DD7,0.0,3.563,1.7815,2
BBC848835E272496FBF56267AC24CB1F44A931EE72F0CD92D1E14DEF9A97B0D603EEA9FC1540BC3CDA757CE82008993C607AAFF778D54138F8827C9D80639A97,3.867,3.867,3.867,1
BBC9866FA41557CF538D9A8BD5048A8C0D2D3FCA6EEAE0444DF041B9DD86EF57F2CF6C065A44F1D54D4EAFD00C643639CA4C66C3A80210758429A36E0AF63704,3.809,3.809,3.809,1
BBD1330CFD325B4D05276FEDDEFB97D52795094010EDED5A7987F881EC839419D841167C9F50546D326EC1B3F5B7138933F7E74D51F062008DFF5361F0E1A5B8,6.322,6.322,6.322,1
BBD5C0915B009AE1BFC1E419A92B03144135C1944F4D7103F2A081AF7674F081DAE96AB692AD665D93A1AE25DC2DF7C32262F95B818C7CE1050B7900DF02B34F,6.186,9.018,7.602,2
BBD7F787442239C63EA7CBA8A538D73ADEFEDAF16493E3EAE691802338FB3EC8B0E5E1F4162BFFAE28DC1B25C8B8D45D79C34357DB99700D0521768326742101,9.74,9.74,9.74,1
BBD9336823CD8F0EE8E05354C52F769EE729E79639702717E69DC61893E8E820331AAC6F7FA91EFF66FA2B5EEF701398A2A406C2EF6FC4AD60A1D37EC2BEF8AE,9.36,10.163,9.7615,2
BBDFF67C5264FBC57AB4802E432F4F1286775FF26EC40B0B8F7895D15A8C005B8CD34ACF6914F66BBA27F28BA2DD3E7F8DEF2F04C7EAC8C50B562D886B83F2B9,9.57,11.486,10.528,2
BBF18E84A489B611C3B9D8EC9A16925C47DE25BF896C6685A82F1DA6F80330DD27BA51059336401E58B3C81754374EBF9B912058E134AAADC8B1FC833DBFB9EA,8.151,8.151,8.151,1
BBF236245420072DA66C72FD88DF4902D9BA12DCB2FA1806D7DA3393994089ACDA6C79F9728F512982ED02A1A3CE6E18F8A023377F0836BDB2DC6BDBA83F5F9D,4.7,8.311,6.5055,2
BBF330B2571DA40C563EA0F1E9C07172528F9FFF3D2B6FADEFA96CB37FBBBC2C5A635CA30D07CC1962EB6148AA77470A98667B1DD5E84B544EAC7B0952B5745F,3.89,5.032,4.437,4
BBF5B8AAC11432C23678E4B79FEA17D9BA4FAF3DA0EA75568900C5FF9BD94270569EB24FECBBE7A74A1894DB0E67138F3F2F2E89DFEB4E05D3CE479C8D69CEDA,1.506,1.506,1.506,1
BBF5C58FE4820E12194C58476B6AE874DD76C0415FF091495995887EA72AEDEA563D81BEA6E578BB42AA8071598CF3E660341A1E5E3158ABC5C287A8B5C05514,3.993,3.993,3.993,1
BBF67FB181A72628FE5ACDD5DCE81A728E420CC56D30C0D23878D05E137818E47E4EA7DC1D469004C3CAAF415142E4337A21F046722F2E0A7504F52180920137,6.657,12.217,9.11675,4
BBF70BFEEBF3ABAD6194E86C5E1DDC0A871D1DC7EC8A7A216A9B8347B8E02F4FEE3B1A138F31D6622C4BD93D21E99B2E9220D4C5FC70FD4299EAB698992A9935,4.56,4.56,4.56,1
BBFB08593AC83C94E8157CD2CD4419C6B12B2A7256D6CD813E7A0ADAB1EBBFFC769523F8ECB3DB7C0EE415C214BBF4A4747309D36EA950675BBC646D42A85706,4.041,4.041,4.041,1
BBFB6DD1070B5DDC3BF33F028F31DDAD99256027C6CAD2BDECAD2A54D083ABAE198C7E1DDC7EA8C88FA4F16FEED8887E1FDAB10A8C18DB09DC07538648CF0F17,0.0,10.027,6.518999999999999,3
BBFCE6067C5472A1D2B172AC76F619DFD24BC92DD4787DA03B23AE1888F82DED49F7F7413B7E3F5451706E034898742615B4CEFDACE292972A7F3572ECE976FD,4.2,4.2,4.2,1
BC01179CD68F19505F23FB39F3C5F511CAE4F69D0540BA1618048AD0F8ECAA35D67CCB3A2C28AFB3535C2C4780BB921FC87D0D7885FBBF0BFC614B3184629C88,3.465,3.465,3.465,1
BC02416F240BCF639314D6683416C3594826B80F24C63E9DEA7469BED77450F95501DFC923B038231BE9D1AB3219B38BF0B39995E5D552248186FB482DA49EF6,11.493,11.493,11.493,1
BC0371BCCD28CFB5F7897354A64D941AFF58293A6697B2B6ECFF634532D2288F5D19A096D65B67535EF10832BC1C583EBAE4345088C7962F51DFA88A37CE8F33,10.52,14.1,12.667666666666667,3
BC03C350E0FE7FF9F829A60F6FDF4594BB7E221A40CBF1E79C3C5434D6B0831EDE3466943F205A24A11331AC4C73B15266253626FD767071CCC4C4B8189EC662,6.39,9.141,7.393,3
BC0606B7BCB68D2226F5010DCCDEBDAF9CCD305DE9EA1270758AC9D8C1ABBAFBC2C7BBBA2BD10026297ADC3FF1906E1D3320A2E0E64957F9DC54640B4B7DA2CA,5.09,5.09,5.09,1
BC0693DDA7E124CBDFA2467C25B699273583ED3B8AB2F7D66CBFD94A1B38C78AEAEBCBE0CBAF8524E736A8FE281EB14AD05F2CC4D08917E6BD266E56947CBAD5,3.547,4.442,3.9945000000000004,2
BC0A1034222899A8EC500C1FAB557EF3D0AA60DF7624CCF582277E1699A30C41616103D9CCAA812EA01B0EE4426A95D74D75E01C21FBEC581EDE079DFBB4F41A,4.543,5.45,4.9965,2
BC0D6090BD1860FCB477A73E701ECBF6A91B440A94BEED393F9BA9AEA0AB202251E113A1F741C2A482CAA3F2DE45119A2122523506C7E57A15C0D1698E587067,4.946,10.661,7.8035,2
BC0D9BF20DA377A188E7C8E230EC05935F3A2F7516BA2B279A9878663D312795BDCD2E02D13E7F5E54749826DE2F7762416EC9C3F6AAF5EEE930B9B56D065889,11.782,11.782,11.782,1
BC118E5F1B0D6B84C4F4CDF241DF313C80BAA4761BD655E7BFCC9889BE95BF9BBF43093BBDB1572A22FE9682C01DCAF016D1FE4741212A168C78A3E705118A9E,14.39,14.39,14.39,1
BC178102C2D778181EC88D7114F2D5D5A06BC69E7B776BDE16A92958D00DA530BCACE675B284CED3A1E9FBD5F78877E81F5E541A38BE505819583D4FA8072BF0,4.634,4.634,4.634,1
BC1929E7948974D49689E141AEC92A8201166B420DE543DFEBB98D1F5CE6C188E3C14AABE7C0472F1DF817B1122FA94837EB8178350A4EAA238390F7BDE5DE25,4.67,4.67,4.67,1
BC1D32B1229262406B3CEB55102B6FFE54D81AE4D1EAB8CD04C7CDEB4CDA640ABF4941E54F72B770FA317CAF731AE8A7FD7C45F95523351AD68BE1E13FACB194,5.52,5.598,5.558999999999999,2
BC21B6F9B30EF26321AF10AC1B077B125DE2552BF42AEFA0E273C9BDF2A0B1BE793B1082E3FDDAC2EF6018B8D29515663491A4478F8478418C051E28CC90F069,8.233,8.233,8.233,1
BC22BB00D56BE800EB619090452AE71DBDA01E987AFE1E757F3FB1E290EE22F83BA3933B88E8A4501EA00B07B51F2417A2D3A4E6CF75E0F062904BB6C8C5FF3F,6.034,7.992,7.013,2
BC22D23615AB41A8AA5C95338FEDCAAF550A16214B647F8402CC244F72AA0312250EB937262E2AE5CB358BE2C0B69089800FC87A2B46982C9B4E841C04ECCAA4,4.86,4.86,4.86,1
BC28008BCA036F07901AB5DEC8EC49719ED2796E8FACC9F961CA6F03699FB8B4CC0466B02D1F271BA6FA9DAF69DFD0D214D14A7FA446C3868211E794C1F1A7FF,8.46,14.43,11.246666666666668,3
BC28E2EED5642D75395777C3F087D2C7A316E4DBB8AB8C2C4C47E74EA902AEE9EA260197D8F894B50D3AB2B05930CEDCECFFF96ECE60F0824E24D7FD3F7F310C,4.993,4.993,4.993,1
BC294D8A5FD4EED9877CE101FE54706DA22B9C6780F0449E79603B46BC0C358619252E06A5B3E5482C7523A8CDF91C96256CC5A264D9B95F8C29810729DF1210,9.557,10.046,9.8015,2
BC2AE11AEF79D8FFEF7044A691681B480CC7C1695A8AF23AEEBEAF105FD93D476346F7EF2FDD7718CB486278C4DC70328D258F35B60B25DDB3747A41716B7B13,8.295,8.295,8.295,1
BC2AE6E573745CC9C2F7B86F2D3A0C9D6F1C07A0FD0051FC8E977CFD6347314AD0BD05D6CE08D2D5AB57545934656EF359CD7EB2F5A3100FE96A7BD298FC842A,2.808,2.808,2.808,1
BC2C9543AC6D5609F15D14082BF86DA1C9E01CCD1162DE8EC16B1EE03267EF5E3BF40F18CF5066DE7C3D35AB12A39F6847EDB1A875C5C5EE81E6101E2680F9BB,7.877,7.877,7.877,1
BC2F41247A8801B49F89E7D74F5D02D52E3352B310247E79F2958B8688DF8FA45E3C007F413B5E35104768210A56394CEF85D6532A3E96406A968514F47741BC,7.254,8.516,7.885,2
BC31ED8EBB7165B37E16BFF7BAF684A502F7B88062606583DD054C5E11F316E3263787EC1D4E155F0F5506180185F6A0AD38E7DD051ADADFB595C51473EA1A27,0.0,3.457,2.264333333333333,3
BC36D2129458414568EA4EA809DC1CAECAC9D2FC3D16D92283846C4C59A02581CB7203BD1E9FDB62B14AE5E69B3BE67532C5D66194A844B560B18FBB61D372A2,6.63,9.236,7.933,2
BC3904BBA27C7888150C4691BBC0A14120F02DB9E21E3CD31E9D8BB843562952162FDC829C42919471D2676F0C7C4CAC5A1EA49D92BE3480307040D707C349B0,1.825,2.396,2.0593333333333335,3
BC39D4A0E452D7D90C93B195AEA917C4FE31558AC8ED03719A7A89AD1084543C465E99348E057BD7279CD8A9D34D1FD77968BA58504F0290FE36FAC6F5273200,6.181,6.181,6.181,1
BC463E00BC6BBAC7C2F76F0AD01317090EF5B55D60985CD666BAF5C16F3C6A1BE962FFE97CCEEB49C0D6283C6C7CBF4A85A605B50A77BAB6FF15E993230BD4B9,10.876,13.413,12.1445,2
BC4A8A593146B0C496CAF7EF766DB558706D4AFB867D85AFEFADEA79092D75C519CFFE46FE53C911D1EE7B96F9352ABBC762E5C862DC419600C1AA5187D1ACAB,4.642,4.642,4.642,1
BC4C64871C0AB4A59A86E8EE467CE1B61D2068EF0DDE0BA4E17240C9D623F0DC387F45D58D6A605232930671ADE2760631382FD157FAE4C6DD9334937B9E8E2E,6.108,10.569,8.1985,4
BC4DCDE86F6608DB186769761E4A28ECA5D5D0084A85EC88CC1E4AFD8E4B5899F8CF6245CEE18B5ACA5FCABB7EF639ACCE6D9A5F3B7509C054447C382C4B7D59,7.599,7.599,7.599,1
BC4E98928D1E14C92E9CB714AA1B9C20239A0CBEEDAB37F306FC4FF48AB6E59700018098AFC883BD94C08F56F394E0C2A324410D80E6A75279B51C3552BF6EE4,13.817,13.817,13.817,1
BC4F574CF1C68A5FCFB0EDA4ADC33DC44E63031EC059377E9B7A7E8C45CFD1CE8001A743052F413CE705D225F16398CE0B3B070B301326ADB2B00C00A9DD36F5,12.65,12.65,12.65,1
BC4FFD09BD49C0CE069B86E5E90951C9EF76A292352978DD387008A911261495AE17E1933C2A60C2C60C2AFCE923EC012DA87BE604DDF9E973733CF1A810FE99,5.236,5.236,5.236,1
BC5133BCF02F86D1DADDB798D43705B64A43E118EF90F9B3D673F8561B6F293C22CC78760BF5468D446B1C157C5EED9C9F0BC9C873B11591E30BD5A6D06FC837,11.79,11.79,11.79,1
BC5359711C5CD6E0D3280C9020B4AA6B49A1B4A54CF2F395353FF627874F5A0346A5F61AC3FEAB31E08114C7D4B3A7A6231225D4BB9F36A2BBC795CD3BC1788A,6.92,11.612,8.832,3
BC54EA7C1FBA646B04B7FD5E07F200465AD1D38B2C8186DDEFA6C52764D69D8D6F0F9152F384D8210935903B3E6B93526FDFBA0B0010DF003E06B36547D19282,5.708,10.21,7.9590000000000005,2
BC57AA49E4A00AE3CBE5BE68FC00A478A57D5D1F85A73BE8BEE308C9649282EC53F16A8F790654AB1305379062BC7347F21EE01AF171A108D1562764F6DE14E9,10.726,11.364,11.045000000000002,2
BC58B06AE955CE420196BE95F2909B0217FF8D6D16A2300908671852B43DE3F75CDB80EBE01A6D92826251EF298C958B2471C62E902CE19E9559FFC94E1E7673,7.4,7.4,7.4,1
BC58CABE9771BB2E0532033B53094A54BFAC8AC826740B900F2FBD24013BC247621DE555711DE1A4EA8A6DE64AC340C34EF12E5B48A437865A6889AF2F53E4AA,3.982,8.817,6.30075,4
BC5A39AF0B3953399770B966A5CB2FA14ADCAED645C1A29EDCA1C79C49374E44A587657701661799A895815DFF2AF849A36E552F5529D1800CD59E92426FC623,11.42,11.42,11.42,1
BC5C0E9A04EEEEAFC1EDFC409E7FF5C357CDBC3AE296269F708B77822C01D61309B45B2830F6F108A3310577BBE31236D5BA2CBB080DE02460D8F46DB5D5816D,5.326,5.326,5.326,1
BC5C8609E65A8D6A74BCB58657F5621FF7161808B133AC102F8F38417A7FB2E95D091DBACBC8DF8901F575B4A978E022B1F5D23015E8A19CC1A74DFF21521A86,10.59,14.258,12.424,2
BC64BBB5E9ACB17A1256CD5564F8CA22BDCF1ADC8B1DC50559C350275A3860BC4E27ABC5CE99C18B890D16661A9DDF59C0576F1FDB5ECB6ED3529CFB3FEC0109,9.463,13.312,11.3875,2
BC658C155F2A2C32372876EECB1422754D62E920B30BA04055654747944F5BDCF762D1C8E13D37089A1BC9570E7136F70E1DE5B0E94331B9D5877FA69DADAB10,4.626,4.626,4.626,1
BC68BB1B3C39C936717811B425F4845794E18844BE1F9BC544F1143DAEB4D629ECAA4B2511154D83AF9E15526D79EC877F6A640E4ADFAE640AF757423A23EFFB,4.513,4.513,4.513,1
BC6B5D8FDC1FB368652F5CF94634FF94659D516151252FD34E605D1423DEC3F3F6C409D7DF80E5F63E59E55A9A93A71C400FC1BD8335C68F3D55997C0D3968E2,5.408,5.408,5.408,1
BC6C23A8A123B7AF50FCF1D66D16FD835B2896ED2A4911965EA6CB467CE5C6482BDF44FEFE512C1F588A22BCC86DF4C93E9745771BD8ABD6EE46478DCFA9F9D0,5.656,5.656,5.656,1
BC6D0AE8D2B35D7F3F2EEC2A13C20E491DC288583ECCE2D93F2C1AA7FE7595E47EE6BC80F805974BB1D1881E0393CFED45601D7F58E7634CC1B9C25F3308E58E,4.72,7.31,5.800285714285714,7
BC6E12E8E4151AF7C5F91D361C3DD3A95E79FE437BBF60B45B67C198F513730C22010F2CD0E493991CC516D7A3EC518C3AE72F31B7278E73EACCD2102EB892B7,3.434,3.434,3.434,1
BC70AF3E8B4CBBF216FE1203FDCECEFC06FD3C9977F307A437A152FAF2F484996F434F4FB1991A11F2EBE80B0806E3ECD8658BDF4ECF46FE6C7C30891498D6BE,1.9,1.9,1.9,1
BC70B4687127084BF73FC7A39526CC5351D05E107F153BD2BE64112011D68E5624B757072B594F61A07F9A5F8B21E0C75E1027D943BCC4B5AC7CA17E9CDB8AE0,8.566,11.589,10.0775,2
BC75599572AACF91A4420486391CB2F289D0CBA63D57CB66298143C3DFEA8796C345D675725926225303284F1BF5003ED011436414D985D01D12F9368D984BC3,2.673,2.673,2.673,1
BC7B4A2F0A18E8B700EFF2A1718FDC145BE2A72B1BA703F5CE432BB2D2069B4B5A1EFE583108E4BAFE51DF3E04F477AA5F4CC44A01528D4E6DF475BFAF00CDCD,4.991,7.823,6.407,2
BC7D34626BD689259A5E13C068B8E7FFE0B5C1EF048AFB4C5DD33C12F6DE06D0750E9FBC7B349ACDA324021DF2E9C20825B70853D4526621377AD765035A15CE,3.54,3.54,3.54,1
BC822A0B27AAC8837B4572A92C861110EADA605D125B55A2A2F0056E9335162173BFEE16241AA33A6736D286F17CE679D944576D6348344918C5C4991382DE6A,11.826,12.024,11.925,2
BC8523C19D8FBC43CF205B9E7ADE8E19EDAEA30911B190551A7EE85A3A29D1AD23E3821A5F3B19787E89F81DA8DA7FD2A8DA4A25A6DCBB7A9D1ACBFB001BFD4A,8.026,8.026,8.026,1
BC863792A561C2E7CA3EB7AA03ED07B6FF41598880393DD674517ACC6C16EB8D373A4BDF27C610B4EAEFFB280EF75C01F5385E42DB2DBDD8E76E1907650146D8,9.818,10.125,9.971499999999999,2
BC86648DC57547A4C2CCD80897F642577B3C96DB3B0D40F6815BD32BEC9AE77A24D1E1EFC58A175A40AA1C7CB73073AFA899291E3F6ED55051515336E5FE88D8,2.475,2.475,2.475,1
BC8777DE5E397B1EDE430164A8C3A5BCFC69C0C0B835E3C821EC1D94D06676909ABA792FDE094DDD1400E734A9CE7F01C4F72E84E3240B3EAB7580D93778E2BE,5.84,13.263,10.637,4
BC89927B92DCE08060952FDFB2CCCAFF31C428501950ADAE7CA40E8314980290874745DC7BA97020E5A406B21A5999CF9A9963E7308EA71CC09D659AD65BF991,5.448,5.448,5.448,1
BC8B1F4D7273EEA10E383CE1E4927C7D26F24E54A6F6EC1B1756D0FDAAA2CA47F139DF7D1DCF121D071EC3AD10712E3A3D2CE13BB65FD116429CB141B76509AA,4.141,4.141,4.141,1
BC8CAC9F9B65D37160A5611ED0CC1C4981A286D0E4D62DDFB5BB8A6FCA785A1A2E7FB5E673FD399E006DCD0654887BC390B4C96DF35865FCFB5BE66704B8E721,2.88,2.88,2.88,1
BC8D0FDD6D75FF1CD7ECEC2B30E09CD7636F00EEDA4184FA5F0852CA34007D26ABD5AC54F248DD4A4161F9E383D4C9F9D3A3F2C8657BCEA92839ACE30EE985C1,5.251,5.251,5.251,1
BC8D4B85B05DD2C03E5BA9A5BD313662846AC01663188E773AF74D816C0C4B216CC33B21A1ED0FB7F0ECD528D6D7CB6A5FFEEEB9FFB2D2DCF0153F65BBFD1DCB,4.106,4.106,4.106,1
BC91D8E9D800C0C7E74E65FFBBFF9D870D4FA5118B7380737A76C9CBE8A25586522B54D16AB0FEBFB8EAE245680FF47C9C39787395BC907E6AD394C6AA102349,3.362,3.362,3.362,1
BC92A7932C4ADDFBB35F1570194F664C054012B59B4EFD059737473430CC69499E4A69627B228DC6BF807644218CEDB752F3EEE7813296CABEF4498D81243538,8.163,9.725,8.943999999999999,2
BC9A09445F8C482F4EC4D8C736306F8802F1E1FB89DD7F2144085AEC54A1C7C8635A53C9A056DCAD2B1C765B0C1933FC85ED4C3078FA1E3F127B09E8816655C0,4.406,4.406,4.406,1
BC9A50D3C8546882D896F381A5FDA2AB2133F12975F545AEA0525AEDE4B41891D2D6FD04D5A9AFAC9A0DC3B2084175C1D7E3A506C427F8FA9902104C90A10579,15.662,15.662,15.662,1
BC9BBD405C957A6894E2E530CC05F440D1738D31FDA2F8BFDAC4F28FE06A33E83B9B6F2EFA41A201687AD24833EAF9C334C709A66BEC3DAFF01033D9943B0933,2.9,2.9,2.9,1
BCA0FD6B6F9D733ACCACB0B83C2FD3A636710811CDB03620830CD0D7D5811A735318D52451D3C7835C82819C59856F4DD1DE12B0A33C31427E1E07195A0A4812,8.057,8.793,8.425,2
BCAA74D5D1F9E77BFB64CC33CC62C1393CEE5F372B07EDB6E2AF682D3A5044BC9919F29B14A797F2DAE257105C57F9C9832EE8EB6F6D539B8BCB6F43F17CB0F8,10.58,13.929,12.2545,2
BCAB4CC0643F2B39E4581364563F453A2C1CCA797E39EBD99FD66D54ECC9F5D68FDB3897E0E4483D1B944F5249F820ED3CA13F469884072A78F9F0A138A5779A,7.275,7.275,7.275,1
BCAC0FCEF04BAD076CC529D53863B073FEAAE4F1F697C1104135CC83BD4F737D4A2A5BE7B4FF982D8FD159DAE9D39354A1BC96DA85B8D5947DE2DC66492D86AD,9.725,15.027,12.376,2
BCAC9C0E2E70AFD53B995F736EE28AC095AEB3A6A745808FD770DF17D9F664B763E5C43C37D4B68802557BFEDD98727AE26AEE591C673674CC813944A7711B40,10.682,10.77,10.725999999999999,2
BCAEBEABD8497EAE367D0F9336FCA6E51C5CA1795AE9A4D82200BA93FB62B605F1191B88CB5AFC1D0CE38AD4EA44BB252C8A420404FD82BFCEEB294E355372E7,16.458,16.458,16.458,1
BCB1B20BD5FBBF037DE5E7AF7A478F13854C9067B2218557499297FDCAFCAD40747949B00FFDC6E546326E73AD02EF85B6A691096757CA41E13524D29C784803,14.02,14.02,14.02,1
BCB1C52FE67C77CCA789B667EAA11A94E7E214A7AADEB18B2615C47D48B6E9AF2F5464A2A7F3D03EA8601EF055944FFE48571330CDC5B6DFEE5DE94F651DA574,5.153,5.153,5.153,1
BCB4CAE1CBE3EE6F4E57B73645B36972F14B121CEB30433309137B054E15E9653B48FA10D46F0033B875C9A794477810513D453E546DE1EE9C72DA493546C40B,16.343,16.343,16.343,1
BCB7538A6A2681056D0829FD18DDE63499D8EC2D7882107F74FD3ED3B1D2F3D31A72F931EAA24B7C6CE6502E8CE1BBE569573CAE60868135278B8191F9FC1B16,3.45,3.45,3.45,1
BCB7763CDA6FA1AAB3C0E44D5436005D0DF9E648B66F74169696F38DF5B76447A511F3B870C840D91A8C935593801864937305428D3DB272F7524D3C9C2F9A8E,8.36,8.36,8.36,1
BCBB074B2ABFDE886964BF296CE3B97BCF22055F8BE19743C7DF1F5B7B1F9447B94E4ED6275423C204C886C06D2EE75420E64656DE712B0677F244F3AE7ABDC7,15.85,15.85,15.85,1
BCBB5C4606C5A22B1035B433590AA0739B7F914C24344EB4C4A824FA1FB9DDDAD49AE31DE3E702801677E499D0ED5FD43F1FEADB2AD5470A2261ED932EC892A3,2.46,2.46,2.46,1
BCBB74CDA14CBDC1CDF540B511D31B177329D7F36BC249C5AA58A9B8D5DBF243721D0FA52E8B7C82721EDB01221C337DCBE1376D10550403922F5079D6D1A437,4.34,4.34,4.34,1
BCBD19D6CC01297B17A30F5805506F511A0862C1464F1F2580D09FFBEF629AAE01083C55374FCCBCB70D28DE95445C122735D87CC415F31536F5A40F71E47E97,4.49,4.49,4.49,1
BCBD4ED85E55D593BCF3C3AD8820D9D9312E355E60C17381FE6F99D166CEFC2C9F37AD22EC6D61351A71A20FD364134742F969DB0988E24C9EA6EFFE621E1519,7.621,10.979,9.086500000000001,4
BCBDA747431278FC35D4886157A7D72E9430E22F5015F7FE8D332AE9AB65451C1334179E29FBC4E35C61B100DFE0A0B937877AEFDBD33EC81DE378D98C29F550,5.266,7.17,6.109,4
BCBFCDF12FDBFC3B20DE8759F9487BFEA0B059131F9CAD6088883A9D8A3FA1B03280D177426015FEDF59EB64C293E18E36672E0F6C677599461D652281F0CE9A,5.225,11.503,8.635666666666667,3
