IDHASH,MIN_CALIF_CEPRE,MAX_CALIF_CEPRE,PROM_CALIF_CEPRE,CANT_CEPRE
F81FA66BF11D49205EB0F1E81ECEEFDFDAC8D673C0B4C86C7BBBA20C47B9FB45BCBCF1C33C3F365B0295A3DCEA8B3399497ABB91E8C830B0D6FC6E92E3BEB1B7,4.318,9.949,7.269333333333333,3
F82160B75E33803996C260F51A19DCBDCFEA8FA9BC447E8BA62FAF85540C6060611A1ECB2E1FDE964026E54F58181723C402F2B3C4B634BD9A784BA6F868B718,12.695,13.851,13.273,2
F8225D0007510A8B7287BC6F75598AEF2096F9E2036B908A2A7F724DE3A03727C15B3A0E9E8B331038A28F2CD055F3FBD481C6630FD91607914A2C00BF566D22,2.532,7.062,4.797000000000001,2
F8231727A38F38CF99357EA4F260E64063688CAD3A6CCA1ADE97836D63FB908FDBD1AFF8B68D12CFE3A641E634CF238C7C05C33E34F4D0DDFAB768BB53AFE135,3.875,5.124,4.3276666666666666,3
F824239674D21007099B94BF10C309CA2D7064D638E4021370765087F098CD9B698F03373616A3EB2BE8C92D66AF8A7614271B8E5CFD194D2BCEE82FE038D90A,0.278,0.278,0.278,1
F8244BB224459FB1F351C79B2976DC10F523C00F0696F48A5E276623B745E910DD6A3BE63A5A2F01DA21508105B58C7375A101E62D62BA28FE293AD2A4296011,4.458,4.458,4.458,1
F8271D7413ED90B58AAEE6169545A3F3E60FD210FD940E541E9EFBEFA2E9820C5EF5EC2DBFA41DD6135DF99AE9846A193A9D80FC3D5EBFBDC7CABEDBEFC1D7AC,6.482,6.482,6.482,1
F82A7B8F5441DADC18EEE43FA7F3905ACF51E5BC128A7EF013C6C56FACE80646E4DF183A3288A1BA52341436CAE33FD103CDCFA0D60C616EB648EC6E18395A04,4.217,9.608,6.9125,2
F82C29C6627E4C442CB8F390DEF335518320CD8FD543E9BA4F9CB60464AB79F659D22C4E3C23FBBCA14928B9545D72A39B7E25970CF78191CA10579062C1232E,6.495,6.495,6.495,1
F8331C7FF90773CD85415CE391F08028131ECC887576946FDC8E8C6099C5FCE12CDB15E2924D2371E64E9FD5E9E1A022F4D41EC8509C13EFE05E35648430B18D,9.264,12.948,11.106,2
F837F39E6D42611904ED7DC364A57A75DC7B394E1B349F1A6F15A7B84F987A80A45B2539FE1B8CA5B9FC9AAE315CE3780E97922D005F9BDFFEAE61E78038823C,0.511,1.868,1.1895,2
F83A44CFBD9C8B60FECCC67F9180175BAF235179B9F04DF984DB979B9F052E96A3E39A9204A821887F7FD84D6A94FD3B0D55205F572408C5F4F4A1C97FB50352,1.706,1.706,1.706,1
F840404A6E6151EA00D95929D82C2F4A0FA2B84F2E29AAACC74D84E8C922106685B7BC9DAD0E771868B73A777F8250B541DFDEC2E199FE07C0368A0F2426C872,12.491,12.491,12.491,1
F8417262C334BB774727AB9ED4E402CB19B3F4CC8D30096E7F5CC3C2044A14FAB50F69846CD61FD94AE03C2707F6EE8962ABD02E336D12DD12E07E3B52A3845B,8.828,8.828,8.828,1
F843B4EA81369F109304C86E26FC9AC73BC377E80300F38CE2BD7172873D07FD528D1E0D4DF1A898C518353DE194F295791FB1E972852DB5D5120EB48CCA1513,11.825,11.825,11.825,1
F85CB2DD67A66729E0C5BC95D2CBA428CFD87F65EB51213E7FDB66284B999FD45387F85558577ABB7B90490C535A284BB7EDEA6DB5C551B009BB031259986E42,0.0,5.331,2.2763333333333335,3
F85D459F5377CC5A37E8AE91C36DD2D9481B4BF73641AD741E1296E239813A0465E69513DDA60E85E29593B06F9A34E7F4911CEA9A20123E6F1EA1E14827CB9A,11.307,15.895,13.84975,4
F860710BF19D325223880A2A877B79DBCF2BB8E0A2D92E85E7092DB34F532281BA1243473FD73D196063F57CBF1A048EFD6250436A7D47D313579BF5934F785A,2.179,3.53,3.0389999999999997,4
F863EEB29AFFCF717F42EDB416FE857C58629B76F67A670607D65C5D9462C5408BA28138065E836910466F76EE52EA959ADDB1B2BD904F1EBCF5135F01AF1FB7,2.762,2.762,2.762,1
F86473DBCBE6643F3EAFB43392DFDDBB003078258A31B7552505FCD4347343E1FA1AF4F2803F1101738EF944F11A73047DF376E3D88D7B24BE863AA278799686,0.462,9.27,4.866,2
F869FE383CBF6FB2CEBF601BA304EE2B5BA801EF745D4698B046B19C3F29D3BA26B0ABA6E3B6A91BA02D7E3FBA304CDC8474381F351D8969327E9FE4F71EF76B,0.315,4.421,2.3680000000000003,2
F86ABB70F7FDCC6E661708CEC7B06FF37C677907D3E058F6D247D3351A78CBF4209E97F56947E764A51F19E58377F4DDD004079BB740615E38074278EA29DEAD,0.0,11.505,7.5305,4
F86BE41F1836C06C80E8CE28C561078F35848B5F2649989F6FF4DF1386A807E616CB35F9AE5A99A2EFC3EA10FD962E7737D863F72F456AAE6A863A0B553D7C15,5.997,5.997,5.997,1
F86C569614A4BD4A1EA7A4714526157B75444B2171C337451701B216B3FE98CF35F186E5AAD91CDCB5238EE4D90E430D9AC8BF91AFA3E626E42A1DA5E75D7D8E,7.165,14.194,9.602,3
F87730F7873A9DC45190FB46014A68B5B431323FCC63C7183C8BD92B1556A605324362727CF799EE20E90D5B8C13DAA3C4EDE3583670DC8514F769F47E5BD3B6,12.519,13.21,12.917000000000002,3
F87DC6145AFD28E8C8EF68479BDD5FAA93672879EE5D7DEE403F22D3851BC1E8932B7CB3E893938040BD2BD764ADC9B58DB4510BB793DA5E0A08755DB9C31C17,6.172,9.859,8.0155,2
F87F0D3942B027D86077F99E0E1EFD45FA7F79F1CEBF7B8183A032FB372B7FD62E1A291F6A3B1ED2D13AF1F6BF338B597C22FA0A83F90F86CCF87949E39DD371,9.574,11.904,10.777333333333333,3
F8836990834F2E9F30CED5F7806CEC21091F0CE6A913FE3E1D78ED37FE80DAC3417984F6406DD61DC33D9E53C5B3FCD0C0EE09A70EFAC924EB70D57E01F74200,0.0,6.229,3.1145,2
F884C9AC8E2251E1FEFE18FD4A83868F69D835B96927D6C6C3CFB1E31B59336795E33D3C55A71968C63D191675749173A4E129BE7A61A5F6063E252176FD5569,8.739,8.739,8.739,1
F89B46A76607836F802C7955FE04DA37C9AD47FE2D6564E16DCA7DFA1B4ADDD303B77F36D7FF1DA22A2E6F7BDA09DFE4B8D22D68D0D3CC47AA8B5CB183EFF46C,1.087,11.475,7.459333333333333,3
F89F0482B949B8605D4DECBF48BB8F8CAAE1326678CB026854BC9D01C5D24F14A8B2BEBAEC9DF042C194813D8D3B650A7ACF715F4433D5E72138BA755256920E,6.318,14.541,10.4295,2
F8A0661DAB8D04EEC604DF01FBC37BB8AF2D44C972F20BC9155C54F80187D6BA97B453784224318D8307007449517AEA8004801E2153F1DAEC51D49976C90EE1,0.898,1.721,1.3095,2
F8A0FF2DA874430F8CD2DD5F45A9EFDA1AA56B5A1E88229AB50DE9361A35B24F3A792B9B7E11BEED0650ED5126A69E05B51CB82852785DEDA408CB42C3837C40,2.134,2.134,2.134,1
F8A41EA108BA0835CDAD843BB03829B8144123B399C280DC8B3E9EF88E5A395BD4950C1986BC164AB8AA4080840E18B88DE0D87EF0887692C0642A29BEC06E41,7.682,7.682,7.682,1
F8AE24197AC0F3C61010E42291D00B25FAAA0436E71A40CDBE28E878C4C158DAAEF49C833DB9A16B2C2B2C171287CA82F131A95243B6BEBD38CD6E56999BD11D,3.675,12.404,7.8138571428571435,7
F8AF4F5060C3D8A86C014AE968B40D3CD3E20DA72BC57E2A12E816B1F208BCF73DA42551D22F1FA13CC4B69255259CC1CC8F54CA2ACD570BF2CDB490950A5A27,13.735,13.735,13.735,1
F8B569EF0074FEF172791E01AC14D4B884CBFA66B15E35C9E0E6F8DFAA25B610EE24356299BAD0369C9075283BB3702B0EE97228CFD9039D22BC4DFB763A84F1,2.162,2.162,2.162,1
F8B5FD60E32CD66A07376DCF13B0FF00EF406D9C5BBB595175152F224E7CE2E36BD9B904E1049659642BAFA5C8E0F1E7D735B5F626A37E463B2A9774C1C9CDDD,15.005,15.005,15.005,1
F8BC1858E2F9DC27E7C30CB74B19296BEB15814A4E96079095FC5F9765C5A8DF8A3C150CE32736D0C2F80A131063E2FC51C47BACBD24734496D3941E4A49E725,5.998,11.59,9.436333333333334,3
F8BC6E0FFA3E210049326F524D87D6DFB316B7B9C17A075A446082F60D1786700B353FF9EDC4F0DF49C2B75BC1C6A8B0F87E1516FA2428B844EA885DB61DCA48,3.853,3.853,3.853,1
F8BCE5001F9BDDE04182CF9BCB584B524F153A9088ED178C697656778EA77059C1DA7AAFE85F8C43C222AD980AFDBEC6F7CE9313F3AD70BB4D5D3403066A5F0C,8.676,8.676,8.676,1
F8BCF2BA91600DFB9ADEDE89AD4F9E4EC52AAA65EDFB8FE5849F1213BB284B7CC8E69E97204EAF41EB9A7A1E1AA2EAB600C027221CDE0B972FA089DD73815FE1,11.811,12.476,12.1435,2
F8BD5ADE02CD5AAE3B2C55A6D4EF09CFB5B24A20050DF357010C1F98DBC6326A51F9DC225EEACE3007981891E3D23C8995E510C5D8405A24B5CE5E5FD49DAD60,4.018,4.018,4.018,1
F8BD78B4C47A16FBD59FB145CC6FF9E310BF88B3382AD534818027CEE74789DB1F29FCFB7B6176FDA1E62527E9F6170348D394201C36986FBD67D99F0BA4BBD1,6.595,11.893,9.963,3
F8BE7D5EDC86C52BCF4CE55E80B193E89B6D50F2457D18E5860C2B3188D5FF087F5D6C2929654B6C292F0EB7D366D7C8B2D781F4DCD971A511DF879A8E388B9F,5.203,5.203,5.203,1
F8C5AE70C8EEA4882C51EE75EA5906F1C24B440096020BC362E79387F227A79F28AAA4BA6E923D917A6F7BB789D26D40B60EAD16895257C171ABDE424DF47191,5.644,5.644,5.644,1
F8C6C6B5C934029C5E4F6CD48FC3915C294522FC42CAC8E3537DD6353B7F36E54D437FCFE03C7403554E3D1A362DA3E46090B684B23B33ED2EE4A417F770E636,1.697,2.787,2.242,2
F8C851940367E8611ADF24B6715DF681DBE971AD996BA78823ED2C7B6FF9709C5C55B2B08B54E04D1585E0ABBE26570B75116B2D43E1B8B2815145CC265A0ADA,0.67,0.67,0.67,1
F8C9A3BBBED452B356DBA72DE5FEEBF46C7A7A2385484A6FAAF148263C2E8D548643B999E6B4773C6828472C1462D320BF9CD40F428CF00527D47C5A6A70C108,2.146,2.146,2.146,1
F8CD7497975F8C73989789E7A2857B769265FF6E12C23848B2279CE762A5EB36564788235A331C755A3E786417E65544FA24480432BF8AA77E01798AAF2C7193,9.745,14.886,12.3155,2
F8CF8FE6BE30EE5965FBA8D58F0C3711469F9EBB00AEAD9105CCB3BD714CFF50ECC46FE9DEACD117C4C81FE7B148FC6E518A87C725738A5962B0AB07DEDB5C13,12.425,12.425,12.425,1
F8D3AF823C0641765FC6590E4A2FC469A530CC3CAA879A09E748F9C407B9A789BA41C408C0ED7D0B1CE23CA093A9812945BF62EBAD9C411969C3E13DC9199208,13.752,15.675,14.523000000000001,6
F8D999AD06773BB38133006D01D0FAAA68C40B90B84ED5B1CFD65D1ADE17820559469F01D2064D93686DAF0EAD30851B64822E93A3B67B4F3D4F48FF8AEB6184,0.0,0.0,0.0,1
F8E06FF835F32EEE2238AEB1248E257EB048CCD9F0189FAA63CDDA179271735B4C8D02B1C21477E64E620014CBE359C5D5A21814C98103DDB6BCA7A8F90BBDC6,11.209,11.209,11.209,1
F8E0ED6333806ECB8CBF2D22A49AB40366EA1ABCFF4FAB95D8817EB9BE52B5BEFFA15EDD914A39D6B8EED6FDE03F7E6FB6763FC70424EEEDA49D5AE2B882D2AB,7.026,9.351,8.273666666666667,3
F8E117947820A09E9C0595246FCF10613B5BF6E92A85AD5A542B29913D28D7ED6160B6CE4F79AAA2B27D61D321C0B49D1F56F813E75585E23C0221552A6A58D3,0.797,0.797,0.797,1
F8E55C9F386AC4C5AB33E7E57B1CD231040010F87676337BD5661F0F2273A3CCD7298190DBF8509E1DF13623622DCA5ABE0BBA69CE27F6902249D55CD73C3967,5.804,5.804,5.804,1
F8E87676EA23D8033E4BA4C253D6840FA5757C682EB8001FF107D3D848BFFF1CF1D35879DBDD28B5B3FEFADD0C79D9675BDE65F5D078F4C6D09B26BB51857D0B,6.007,6.007,6.007,1
F8E912A7D0DA27CE8A6906B90C7D7297189D66980A3E07BA92031C9801938A54F5EF4F3ECE1AB25754AC3E07B7875EEBF3D8AB7DCF0C21BEDBAE9F31F112A586,0.098,7.841,4.258333333333334,3
F8EC4E1A0A586813547ECACD90194E1E1B6DDFE2133F53D919C8E679467DE46E3A39F11C09EAC992AE31C62C7D22C90A0CC140C52799B182BBE954F1086EFFD0,14.589,14.589,14.589,1
F8F00326CDE09B260FB5B45666D3BCF5CC32B53E3DED8D0FCA5C9C8D59270B281F11AB4033368F8BDA5F5780C11AA2158A98A43998AF7CA8B9CED4A0C7EF0928,0.486,0.486,0.486,1
F8F135EA1F3242F9D6FF885DE8745649F876F7E5ABB8FA6B43BACF8E29CA3BF5666D7C47143785B42CBE1E29563F600A5FBA2DECDA597822473E96BCC21A5610,4.174,5.897,5.035500000000001,2
F8F4D8F0ABE57A678F355ADFD219E949259F34D91F3DD58A20A3D0DEF45C825512B3F842FCF29D9B2DAE7C776F71DB7C0357D9E9C81C23A224654E4A456A73AD,3.702,7.366,5.314666666666667,3
F8FFB6647CCF671A31EA5E2DAD409D89D1B5B57276B748293F76756D1697E4A9BD8D5F3CBBADB40D6AB2BFEF05FF713D1CBD060FDADC8BE150BEA9D39AFF13A0,1.49,4.402,2.946,2
F901CDB48E982C6F597EB3BEB49E104BEAEF8AD1F3870A83681E12CA1AB6FA0230EE1C79F0D4EC46D34789F1E4BE5B3118B03188A17041892C5A2E178874D339,1.421,13.327,7.2054,5
F901E282EF1AD85F07B2D47076423DE687F353CCE5AC836C18FE12B7142346F606F65C97CF305A0E901A6813A6DA51E10514057EE8693D195FC1B8830563E0BE,1.142,10.746,6.699000000000001,3
F90398EED5E71F981D85BA0420927BFEF7413F4AAA88DCEEC6429833134C6969D44929371AE73FDABD58D8F848AEAD930D3A1528448BD9615156FFCD5BD5EEDF,6.939,6.939,6.939,1
F903EEB81F22D8F09BFF11E90F84B8A2F7CB08C817D6929552951DE569192895EE0BFDE7040C8D840099716782010B6418912B23CAA1084C19E1FCF86B19CE58,12.153,12.591,12.372,2
F9040F2BF72E61CFDA13944525DCEE7B0254287694FBBA4E07DE73130853CA7B089ABF60C1C5BF128C250F7D069FBB708C1F99CB71792E70FD5F85A5DE9C0819,2.46,6.113,4.351666666666667,3
F90BAE8C2F91809B80AC309EFCC5889EFEF5870ECAB225614BCFB90708513A993FAF2D64E3121BCD16B4B486B385E19FA5401EF7DB0EC3A8AC7A4FB9C0E75AC3,4.807,4.807,4.807,1
F91471DCEA0180C8236762190F0AF39DC7A44EDF93B3971A73F8D3AEBFA4B14AFA29E08AD53FB086EB2B443DBC74040A97A96AD92788798E64B462900AEF6DCC,10.125,11.317,10.531333333333334,3
F9179CE191F6D2536A0998D8E1FC910758C6F8EF8C7696288345B1B6932B579EF749E43F10660A03752C99D3E4957C758A952768DD0958EC3311719F61605AE7,10.423,10.423,10.423,1
F91F6FD22747459187663A4AEBDB88CF36D7D06EF6853DE78858210419CAD16279CB91D76FB888E42E40D3842D98950A51179C71C638E8F0BC6A0735CB66292C,0.718,0.718,0.718,1
F92959BEA08AB396F763DCA9B25A6F0B36440A51EEF0A918E7D1E07D34E66042EB5FFBC720847FD0F21F102E010543F5EAD5CF21C67113FB2F457E696679ABC6,1.949,1.949,1.949,1
F92A94C8457C6C6E51986989C0FFE4FE38164EE41A95E0FDE11F85D14C7A4EA64702E15FC912A0CF6E75EAFC5C2DF4CCAF3DD6443CF8A178FD414A06C281DE86,4.465,4.465,4.465,1
F92AFA48C4E92F43FB78D6B201CF358E79F3CC033EE7C9D7FD39A2DB2190D3ACCBE8136B24CADC3704CC5E39C0BCA6F8F8359D5EBB325A760EE7751ADA87148D,1.176,1.176,1.176,1
F92BCB1014C6C3B11306583E670B2EDE974142F73B578DDB18C85BEA8626F5E25A1D6BA7338E104C333EDE7B83CF022F01D3C4D392F71CCE6209109A00481D3D,0.0,0.0,0.0,1
F92EF988CFF92B7638C5FB01239469E639BFD0DACB486D990DC2B354284718354E59AE3C03890EC3BCCA13496A807A10C346106F804E93A41D6A7082DF2012E3,9.549,13.73,11.760666666666665,3
F92FA68A3730E513855ED2E8E915ECFBC4E2D628F4B9BE93A6FCEF407CA737FE78CC2DE64F0097F5B569332D30A20B7884FF188306C8235A402446C79D339FD5,7.472,7.472,7.472,1
F9369B144D6FB2DBD09F36FDA975C8154B44C3CCE7082314D2DE7D2B8BBA96609C79720439A856C3EE90A89FAA41081F2B1DC4A8CE906BDDDB25F34F6990A36F,0.247,4.659,2.453,2
F93890F0E935C6FC936258B6159E3A0BBCE794E8862F84644942A50A132BCC13CEB028388F1209B8549A93BCA2783B71F59768AE6CD7AE25940EEFEF55C6A874,9.448,9.448,9.448,1
F93F916D6D62F954E75E4517CDE85DEA64E17545061B29967B92A50F5043DF4DB3671587C880B6C46CDA7175EECDED09B469DDA6099409A9B9BFC488D60BBC03,5.322,11.656,8.6395,4
F946E3B70388FDAB36B4A38B9F942933741E59135B7249E496F459028A2BE99445792FDF68718087F64A6B5453A8E462B6D868C5256BDF96511DECE6147FCDA4,1.102,1.102,1.102,1
F949EBA8358D0D52319A7EF6902D31D91F2117C8763E87AAD718EED0EA1C3AC1E830332371561C20C0D30A7513821F2C10B0AE4AE258B83443C6564BF3B3EF5D,7.145,7.145,7.145,1
F94AEE43A78A6945A0D56120753BDC3996D12E7AF7595BA0DB76C3F273C61FE2C8A2D0517613B87F32E47B4D8A76197ACB980CC35F1074B9DDD8B0319A51BF7D,4.497,5.131,4.814,2
F95042F9B907CB7EBDCEF72B93A17E9E1F3B05FEEF95426D27C83E205C803FD195448F91D41145E761B1E83FC1D1495F2B839C70B97B6845F6891B7542FB4DE3,5.129,5.129,5.129,1
F95278422B0358AB2E8011C82CF8AA06E6BE20AC287DA5CFDD007EE7490E9FF82DFE372769B17AFA5B4B0430414E49041C3901B7FAAF5C6F5E6B0C3F609C6839,3.534,3.534,3.534,1
F96A02CC96909AA1AE026F231BAE4AB18DED088D8429BC6D274B9D541B31CC9C74253EA5EC7E4ECC986976F50DAC16C9DEC9DD96401345F5178AFA721B6D8AE2,2.648,9.319,6.89975,4
F96A99F30B960BB624130C0FA333C13F81138276CF15C17B85724704493AF9F837A04AF83890A210F79545ECD271D0479750325D39878571F0668575074E01C5,2.609,2.609,2.609,1
F971BC736652CFEFDB2EE00BC6F3DE32219DD48784B350B1909497480FC371897DD02C848E6EC65822C040B7B0B328B5A810F73ECED15DE4BC5D8F2D1FB99E8F,12.607,12.838,12.7225,2
F97354A636BE42B856AEA9D5D3895FED63D6CE0A04811E730C7E5775D2FC7D003DDA478DE4B4406850A9E10C6D428927D883DE0AB616B9F238A416C22E98DFE1,0.285,0.285,0.285,1
F97469A968F77C84D1793845ACB6F70EC01F317B268CBAEE41F0EBB962F50650D9DC2DE86ED89135F7C2FBBF1C1044285492ED5EEA11C40EBE699F7A9C3BD311,12.984,12.984,12.984,1
F97956A6B83F9FAC5D688B38E3DADCD5CB33AE458A4B8C1AD45A7F93428CD0F677238F7DFDB804AF16D5A903B1EBE4EEEEE9CCDFFAAA73C0BAC790F036C3F0D7,4.344,4.344,4.344,1
F979D26AE1BC965F15E22233557AF4839ACB6916AB4A23B205DCC47B3266186DA0DC176880CFD3F3DF0FC249AA31B10807FE3373C0255F086F188276C919DF5C,1.816,12.807,6.75975,4
F97A0971152596545EAD454E189940B1D0114EBFA2D1CBA87C80CC94EC9E4BE37C487B6CD8655B307C24263BF1331C2090A2D29D57BD9D725E67CB2240640844,1.858,13.128,5.693333333333334,3
F97E57748BC07529FBF6A91B3768A30656BC3C78298D549D0614BFADC5DDF7874B94B6EE9D87B31B9D3F7A609318078D7CABEE32168BAF933E1CEF1EC306B8F6,8.094,8.094,8.094,1
F97E8A95FE222B309A36483A3955AC9FE0D21D0D2A443BB3F060547BF03238C77A3D0492D334F89F5D224C70EFA16DAF9F4D0C9164A149520F54A53DDB52BA89,2.982,2.982,2.982,1
F9807429CDD3FAF62F2BF6EF9228CF88567F391AE37C1993E62307B7038B1F70FDFF1DDB8E287B34F1E67B2E5953916BF03A6EC8308AEB3084FEB93B62A1DAFA,4.671,6.16,5.2010000000000005,3
F98159A691C60E65908667D9AEA68D4B9AC3E33B6B69483EC0A5C20F6253C015D51D197744D61BFE6B20DB0E4E9C276511C18564036604D80D6E43AA61571A6F,0.0,12.747,7.791,4
F9878B01CF7134061EF38B608F135DACDA2AA2612A0D69E8E7976631F0B611B6EDE1A97B294EEE1EDE6575EEF150F7E940D6EF11C0B0BB719D6986CD0CB218B8,5.857,7.96,6.649,3
F98B6784E2DE7D2E6ABC40AE751C18315EE5C41BBDB0E603381F030D6666EB64DF4FBC8765E53F28FB886F33613649DA63D7BBB4B412B67898A9649308307B30,7.379,10.725,9.052,2
F994488AFE09749C7720DE65677292C5A0399D7085C032FAC392C67F2B0E81F7EF15BE6E7E261FF90A70C4B599F9AB3F8C6A8E2ACB76D8513E4C5025ED5176C4,0.0,2.863,1.7526666666666666,3
F998B9E842A6A20DF7C7E8CF78A63CA97787FC1F8AF8C853FC172A3153CF56129A4797B78EC852F08213F4ACB86C6FAC52F69FBA1EF966B88B7AD62C193BC087,4.063,4.063,4.063,1
F99B0948851AD9E8BB70879DEA9DE7B86C753885A117EB272DC52612E203E078FC7EC8C3E3387D760AD8745B44A449434B440492543160FCEBB4767354C57CF7,5.476,10.12,7.798,2
F9AA71BA380EF149390FF0DC4ECC611BEA8377F7CC78A7E319BA8069FC75CF7D201443C322AAFEB58CCD2E00E79AA7AA65F659A6176E6D0AED51A3729ADE9166,4.597,4.597,4.597,1
F9B3181E9C9CF3C9EA3088299BB9AE03D9CAA23568BBAC870A3DF7F1E2E7DC95CE3E0DDADD1DE0CF17EF599F6A2E9C88452F563D6918BC0F7DC6913C85DB74F9,5.258,12.577,10.403888888888888,9
F9B402A923AB306D96363F6AF1D5EE389CCF7FDAE4E857A5860AE97B69CDAF3974DD157F7CFDB33C90B894A3A59032883B53DB784975745A5B9E542A7D663B11,1.936,1.936,1.936,1
F9B690992E49CA4B1EF3B52E28181A7DE0B6CCC7756F3D875D84E2AF883D142610EF8A8A6974E83774E2AC62187C0BFBD43328C00CE37F3739041EC9CE5A97AA,5.343,9.521,7.432,2
F9B6DF443CF7D2E5A59580A479749E0FCB9B696052B541A4642938A5DF2D61DA3766E48287E279258D44D44C1D1E91BE33989D830427714A4889D389C54EE427,7.682,7.682,7.682,1
F9B86B0098DD43E03297484FCF2790F592991C4113BD4CF4D1097E664EEA2D6E6957BF07E95E017FAF7A73A67DAA8EC158588DCD1949C6F73B2EACB136BEF48D,0.419,0.419,0.419,1
F9BCD395516FFD98C90D51AAE938AAAD9145F295055BECBEC85EF9B4A08083D20DC73203659DD7A352738D8838C68359ECAA6BB7B08BBDF7765275D84963B7CA,3.701,3.996,3.8485,2
F9BE105E676B3D434EF5A41188B3ADC5C6CFE09A69A97C35000497519B5C0D8E3FE5848FA7D129E5594186521A7674A2427B2CC4E1B1A67D88E70C119C0B078E,14.0,14.0,14.0,1
F9BF4B53BF00ABB0A57C9F9D1A26EE0732B955BB2876F3A6928E9A01AAC7E5475F7B0707DE6061B8147C6559A2EEC84B7C93064DDD18E93EDB1F5C36AD51B7B0,4.759,4.759,4.759,1
F9C036AA63E0DF1BCF5E0C70866C508B52CF506E9FCC05495E817C0D9E7701C9E926FEC491953EB5DC5CE43F37E7BA339F44DE2541E6815ABD9779565F98D288,3.125,3.125,3.125,1
F9C1DF227BA4DD5F0D03E96CAA10A0D691A011F5D2B2A976F1C658197C67DD5ABE66E21C80F28807ED0177A5AF13713781AB65960A0F71E4D8AC6F14510B5EEF,6.703,7.364,7.0335,2
F9CFA1987A28E62426C115A50394443F05B4C0489E8B2F9F5A1A59FE29DAA2E2329BC9D9D1FC5E8C00D449D450004C4233353B6E873A1D584387F900FA6798F6,0.0,0.0,0.0,1
F9D12F81EB7690D2321873162EF3CE12B88B161765AFBA25EF9E80E693CD3D89F4B57E41E2A34BA5EF3BE004AD7EC2F388CAD29701DB7B180B7ABEE0D1AB1E54,5.738,5.738,5.738,1
F9D303A75B0A2D2CABDED9931B56DB411DC19E63CAEAAE429496C55AD02AD7F8678EA8665587A3CFB57D65096949857676D7F275D67EBF57BF6335D58C277658,10.652,10.652,10.652,1
F9D5B067CC2AD4989E40014A61A144D640D9560C1ED43216F14FEE871E38AF981FC499F38E4CFC6A0D02DB3DEA7C03D3985C4B9AB1925694FFD47917D22BC11A,5.935,12.701,9.318,2
F9DA2DB5F365847CBFE444BBAF49EA104EB3B1CDEC2641825EE20A436DB14EC9F59002834903EEFD866EB690F31AF1BC63EB82299D9F7DA2015168216C07FA9F,7.042,7.042,7.042,1
F9DAAC4C1316609102DC6CAC103561D71C2CC5A2C4C90B1D4A84273959E91414DFAAC8737138C23DC83DC5FC31818D4CEEEF71853CCB1A02934F9F45731963F2,0.224,0.224,0.224,1
F9DB1BEC37A3CE2D4B2AB918F93260B183FCEDAABB49DB6909481F533F370EC5D41CDEBBF9696408FA72A74F0E770EA2BE1A47A3C7A9C3FA76EF86C283ECDB9D,3.406,12.017,7.9594,5
F9E2840A3A312F8A29B8E6174CD0E97FB3B8F9E14DFF5CD701890E5013B3E1AA54A16C91403632D4712BBCAFB3599959CB4132D4BF7EB2A91B2850633B52B272,2.257,2.257,2.257,1
F9E2CC6045EFBF1F11DA175AB7007100A69524B2BF492C5736EDF92C5352F498102EC2718F3FEC386AEF2B9FFD61A69C7B3B4D15645CB8470550D9A2EDB16DE6,6.042,11.204,8.879,3
F9EB917C3C65D1228A2A5FEFF39D2DE63265677D69DC1724437FE38ED0CAE080EA4C5B77254AF766991D20439F8321116F2EFA48902E7D860501F10091DAE3AB,7.124,10.678,9.243,5
F9EC73A3B8C26CE82FFA129D8ECD3F201690F8185F4FD15E342313D897F4DF9100292A83A946CFE19B959919775719CE92177A8D257AF3FF9123A7A906906188,12.439,12.439,12.439,1
F9EDD34841E5889738162EAC8973025458644A8C181795927C465FCF02FCAE0E5DC888CD936A40CF4000A4BA343FA110A4843ACC71E2601E4A17070C44DBEB62,12.406,12.406,12.406,1
F9F0D686926D7B0A81FC00B38485C1ABC6982219EAAC74BDDA1E051D073F7EC2CB0DF127D1D198AB45F02F3543DAACA7CD13B030A1F53B6994FA12BA0086C42A,4.458,4.458,4.458,1
F9F1E8B47A0CF9B7E356F334EC36BA1CF466D99BAA0B164C43594AAB1E1CBC71E5CF495CC9CB90690D5766F50339F76ABC838605FBE1EA37111B93F572AAA18E,0.396,0.396,0.396,1
F9F280BE49D20A77235E75480AB9FDCC838DC7DAAF6FF9752746DF17018588C729850F18F1D21D148DAC054F52C77A433811E9054186E30FA4E58EBBD7398EDB,5.539,5.539,5.539,1
F9F6F35D23543F5DDCE5E3257D4440A530D8C6F0CEB8CD64C765ED1025369E0F9D6A03F24282BE501153FEC2B1F7B0664BB48D8BC4BDCF0EBA0A2A816ECE1A8D,8.371,8.794,8.5825,2
F9F72CEBC208B863F5E8CBF8F2DDFDB58373204F54379561BF857A92D00AAABBE7D2E23F4CB9C65EE628C4F62B9BB03042C19462677B2CBF0036403E65E03A58,8.711,8.711,8.711,1
F9F85893CB3BD3795E6E31CABCE66F72FEE87AB7C29BB3BCBB906DDA1D58020BDE5732662D12FB4B0F3EFA43BE15F3461136843A85A132F6461311D518F68EF4,3.749,3.915,3.832,2
F9F8690B0775F2818F7FA99B413A799566212A53818D1BE5C98EFD963EB2C21ADEF87A2478440E7E77A9D26644C1EE32BA2937B95DFCC434CA2B8B4A1993F0B9,4.413,4.413,4.413,1
